Source,Target,Weight
"other:god","person:hussey",1
"other:god","person:saeed ajmal",1
"organization:australia beats palistan","place:australia",1
"organization:pcb","place:dhabi",1
"organization:pcb","place:lahore",1
"place:dhabi","place:lahore",1
"person:marcus stoinis","person:wotta",1
"person:matthew wade","person:wotta",1
"person:mathew wade","person:shaheen shah",1
"organization:absolute carnage","person:wade",1
"person:porkis","place:india",2
"organization:australians","person:hussey",1
"organization:australians","place:pakistan",1
"person:akash","person:mathew wade",1
"organization:sedition","person:sania mirza",1
"organization:sedition","place:pakistan",1
"person:daryl mitchel","person:grant elliott",1
"person:daryl mitchel","person:michael hussey",1
"person:grant elliott","person:michael hussey",1
"person:yar pakistan","place:australia",1
"organization:mashed pakistan","person:matthew wade",1
"person:hasan ali","person:shahin shah afridi",1
"person:pakistan bahar","person:stoinis",1
"person:pakistan bahar","person:wade",1
"person:faisalabad","place:dubai",1
"person:forgiving wade","place:india",1
"person:hasan ali","place:taliban",1
"place:pakistan","place:taliban",1
"person:mathew wade 🤝michael hussey","place:pakistan",1
"person:hassan ali","person:pakistani shaheens",1
"person:pakistani shaheens","place:australia",1
"person:cricbuzz","person:shaheen afridi",1
"person:cricbuzz","person:wade",2
"person:deservedt","place:pakistan",1
"other:2010 w20i world cup","person:mathew wade",1
"other:world cup","person:imran khan",1
"person:","person:woakes",1
"person:afridi","person:woakes",1
"person:hassan","person:methew wade",1
"person:mathhew","person:mike hussey",1
"person:mathhew","person:wade",1
"person:matthew wade🤯🤯🤯🤯🤯stunning","place:australia",1
"person:marcus stoinis","person:mitchell",1
"person:stoin","place:australia",1
"person:afridi faded","person:wade",1
"person:afridi faded","place:australia",1
"person:aakash chopra","person:mathew wade",1
"person:hasan","person:shardul",1
"person:hasan","place:t20s",1
"person:hasan ali","person:shardul",1
"person:hasan ali","place:t20s",1
"person:shardul","place:australia",1
"person:shardul","place:t20s",1
"place:asia","place:australia",2
"organization:ipl team","place:australia",1
"organization:ipl team","place:pakistan",1
"organization:australia","organization:ind",1
"organization:ind","place:dubai",1
"person:wade mirroring nisham","place:australia",1
"organization:6he","person:babar",1
"organization:6he","person:hassan ali",1
"person:akash chopra","place:pakistan",1
"person:mr. hasan ali","place:australia",1
"person:jo","place:pakistan",1
"person:jesus","person:lebron",1
"person:jesus","person:matthew",1
"person:jesus","person:stoinis",1
"person:lebron","person:matthew",1
"person:lebron","person:stoinis",1
"person:lebron","person:wade",1
"person:matthew wade","person:warra",1
"person:donkey imran khan","person:manhos donkey khan",1
"person:dono","person:mike hussy",1
"person:dono","person:wade",1
"person:dono","person:warner",1
"person:mike hussy","person:warner",1
"person:josh","place:pakistan",1
"person:jai hind","place:india",1
"person:babar","person:virat kholi",1
"person:hassan ali","person:virat kholi",1
"person:australianism","person:hussey",1
"person:bevan","person:dhoni",1
"person:bevan","person:kohli",1
"person:mccullum","person:tait",1
"person:mccullum","person:wade",1
"person:tait","person:wade",1
"person:hasan ali","person:shaheen shah afreedi",1
"person:","person:hasan",1
"organization:west indies","person:hasan ali",1
"person:hassan ali","person:ian bishop",1
"person:hat-off","person:warner",1
"organization:kohil","person:wade",1
"person:afridi","person:yo mathew",1
"person:rauf","person:stoinis",1
"person:fielding","person:hassan ali bowling",1
"organization:bcci","organization:ipl",1
"organization:new zealand final","person:hassan ali",1
"person:big bird","person:hasan ali",1
"person:pak","person:pak 🤣🤣🤣",1
"person:bhai","person:hasan ali",1
"person:bhai","place:pakistan",1
"person:akmal clown brothers","person:pak",1
"person:akmal clown brothers","person:rizwan",1
"person:akmal clown brothers","person:sarfu",1
"person:pak","person:sarfu",1
"person:rizwan","person:sarfu",1
"person:hafeez","person:rubish",1
"other:world cup","person:haris rauf",1
"person:marsh","person:steve smith",1
"person:hasan ali","person:shaeen shah afridi",1
"person:kamran","person:rizwan",1
"person:kamran","person:sarfaraz",1
"person:masha allah","person:nathan",1
"person:shane","person:shane watson",1
"person:haris","person:hassan ali",1
"person:19yh","person:shaheen afridi",1
"person:david warners","person:stoinis",1
"person:david warners","person:wade",1
"organization:pakistan","person:wicket",1
"person:wicket","place:australia",1
"person:hasan ali","place:wagha border",1
"person:hasan ali","person:wasim",1
"other:option to kill","person:barra xul",1
"other:allah","person:nawafil",1
"person:nawafil","person:pak",1
"person:babar azam","person:baber",1
"person:carey","person:smith",1
"person:carey","person:turner",1
"person:smith","person:turner",1
"person:hasan","person:rauf-shaheen-rauf-hasan. babar",1
"person:baber","person:hassan ali",1
"organization:pakistani","person:warner",1
"person:hassan","person:shaheen shah afridi",1
"person:mitchell aus","person:stoinis",1
"person:mitchell aus","person:wade",1
"person:hassan ali bhai","place:australia",1
"person:hasan ali","place:wagah gate",1
"organization:taliban","person:spiderman",1
"person:hitler","person:joon",1
"person:wade","person:warner lite",1
"place:afridi","place:australia",1
"person:hassan ali","person:wade-stoinis",1
"person:katt williams","place:pakistan",1
"organization:m & m","person:stoinis",1
"organization:m & m","person:wade",1
"person:rishabh","place:australia",1
"person:rishabh","place:pakistan",1
"person:pat","person:shaheen",1
"person:wade","person:warner warner",1
"organization:pakistan","person:shoaib akhtar",1
"organization:mohali","person:kohli",1
"organization:mohali","place:australia",1
"organization:mohali","place:india",1
"person:hassan","person:shaheeen",1
"person:shadab","person:shaheeen",1
"organization:nz","person:shoaib akhtar",1
"person:rizwan shaheen","person:tiago iorc",1
"person:rauf","person:stoinus",1
"person:allah madad","place:pakistan",3
"organization:pcb","person:imran khan",1
"person:imran khan","person:pakistanis",1
"person:hasan","person:stoins",1
"person:dhoni","person:gilchrist",1
"person:dhoni","person:rizwan",1
"person:dhoni","person:sangakarra",1
"person:gilchrist","person:rizwan",1
"person:gilchrist","person:sangakarra",1
"person:rizwan","person:sangakarra",1
"person:kane williamson","person:steve smith",1
"person:babar captaincy","person:imad",1
"person:babar captaincy","person:wasim",1
"person:mitchells","person:stonis",1
"person:mitchells","place:england",1
"person:stonis","place:england",1
"person:david warner","place:uae",1
"person:hazelwood","person:maxwell",2
"person:hazelwood","person:smith",2
"person:hazelwood","person:warner",3
"person:stoinis","place:aus",1
"person:aakash chopra","person:haris rauf",1
"person:aakash chopra","person:stoinis",1
"place:nepal","place:pakistan",2
"person:auz","person:marcus stoinis",1
"person:stoinis wicket","place:pakistan",1
"product:spotify","product:youtube",2
"person:hassan","person:shadab afridi",1
"person:rauf","person:shadab afridi",1
"person:harris","person:stoinus",1
"person:steven smith","person:warner",1
"person:insha allah","person:stoinis",1
"person:cameron white","person:hussey",1
"person:cameron white","person:stoinis",1
"person:cameron white","person:wade",1
"person:lundians","person:warner",1
"person:lundians","place:australia",1
"person:david warner","person:kangana",1
"other:allah","person:astaghfirullah",1
"person:spiderman","place:pakistan",1
"person:josh","person:smith",1
"person:josh","person:warner",1
"person:smith n warner","person:warner",1
"person:mitchel","person:stonnis",1
"person:nick","person:smith",1
"organization:faysal bank","person:shadab",1
"organization:faysal bank","person:shama banaspati",1
"person:shadab","person:shama banaspati",1
"person:uff allahh","person:warner ka",1
"person:warner may","place:pakistan",1
"person:glenn maxwell","person:m wade",2
"person:m wade","person:marcus stoinis",2
"person:m wade","person:shadab khan",2
"organization:aussies","person:d warner",1
"person:antonio conte","place:pakistan",1
"person:harris","person:jani wicket",1
"person:haris","person:hasan",3
"person:michael hussy","person:wade",1
"person:pakistan","person:warner",3
"person:dahani","person:waseem junior",1
"person:hassan","person:waseem junior",1
"person:marcus stoinis","person:vijay shankar",1
"person:maxwell be","person:shadab to marsh",1
"person:maxwell be","person:warner",1
"person:shadab to marsh","person:warner",1
"person:hasan ali","person:muhammad amir",1
"person:stonis","person:sunil gavaskar",1
"organization:wt20","person:shadab khan",1
"person:smith","person:stoinis",1
"person:pangalis","place:india",1
"person:hassan ali","person:shahdab",1
"place:australia","place:semi final",1
"place:newzealand","place:semi final",1
"place:pakistan","place:semi final",1
"person:adam gilchrist","person:aus",1
"person:aus","person:david warner",1
"other:ipl mega auction","person:rizwan",1
"other:ipl mega auction","person:shaheen",1
"person:innshaallah","place:pakistan",1
"person:drood shareef","place:pakistan",1
"person:dollies warner","person:smith",1
"person:dollies warner","person:warner",1
"person:hardik pandya","person:hassan ali",1
"person:marsh","person:maxwell shadab",1
"person:babar azam","person:commentators hasan ali",1
"organization:40000 pakistan","person:sharry maan",1
"organization:40000 pakistan","place:pakistan",1
"person:sharry maan","place:pakistan",1
"person:olivia rodrigo","place:australia",1
"organization:pakistan bowling","person:hassan ali",1
"person:wahab riaz","person:yar ye hassan ali",1
"person:hassan ali","person:shadi k side",1
"person:gandu","person:hassan",1
"organization:afgh","organization:ind",1
"organization:afgh","organization:pakistan",1
"person:auusies","person:hassan ali",1
"other:aaj mauka hai kar dikhao","person:marcus stoinis",1
"other:aaj mauka hai kar dikhao","place:australia",1
"person:hassan ali","place:islamabad united",1
"person:hassan ali","person:ranveer singh",1
"person:afridi afridi","person:shaheen",1
"person:smith","person:warner haven",1
"person:aussie stoinis","person:rizwan",1
"person:jonty rodhes","person:shaheen",1
"person:neesham","person:today stoinis",1
"person:hasan ali","person:neesham",1
"person:maxwell","person:smith warner",2
"person:pakistani rupees","place:australia",1
"person:justin langer","person:warner",4
"person:austrialian","person:pak",1
"person:austrialian","person:pakistani",1
"person:johnnie walker","person:warner",1
"person:afridi afridi","person:shahid afridi",1
"person:babar captaincy","person:hassan",1
"person:babar captaincy","person:shaheen",1
"person:hayden","person:mickey",1
"person:afridi afridi","person:rcb rcb",1
"person:alhumdulillah","person:maxwell",3
"person:rauf","person:warner | maxwell",1
"person:warner | maxwell","place:australia",1
"person:finch smith","person:josh inglis",1
"person:finch smith","person:wade",1
"person:chris giffany","person:shaheen afridi",1
"person:cummins","person:david warner",1
"person:cummins","person:smith hazelwood",1
"person:david warner","person:smith hazelwood",1
"organization:aussies","person:maxi",1
"person:shaheen","place:uae",1
"person:stonnis","person:wade",1
"person:maxi","place:pakistan",1
"organization:nz","person:pak v aus",1
"person:imran khan","person:shadab khan",1
"person:rizwan","place:creek",1
"person:shaarjha","person:warner",1
"person:shaarjha","place:dubai",1
"person:allah pakistan","place:azad jammu",1
"place:azad jammu","place:kashmir",1
"person:shah afridi","person:shaheen",1
"person:allah ji","person:jeeta den 🤲🤲🥺",1
"other:allah","person:m.wade",1
"person:sania","person:shoaib",1
"person:drs.","person:warner",3
"person:haris","person:slowerone",1
"organization:mohali","person:warner",1
"other:death overs king","person:haris rauf",1
"other:death overs king","person:shadab",1
"place:australia","place:pavillion",1
"person:pak","place:afghanistan",1
"organization:indians","person:m nabi",1
"organization:indians","place:burj khalifa",1
